SK_ID_CURR,PREDICT_PROBA_TARGET_1
149741,0.29074913033118704
363290,0.039022202454595346
436006,0.07633565752279473
377703,0.05122800727191871
188624,0.3270179185883755
454397,0.09522504986536975
358007,0.044729550761688115
140209,0.07535751214137686
234837,0.013573594866633598
269983,0.0747122070694014
435574,0.02673789227841347
299809,0.21487285672871595
386485,0.031684482458527646
269948,0.03883985310118433
280976,0.09008154296318903
238068,0.03283633383259903
304049,0.07539907743218295
414990,0.05184861403822213
217203,0.03969434833437664
376182,0.005140990286574384
105944,0.0445689386111946
141357,0.033701625162822185
309630,0.029690327821242375
242368,0.06070820764024815
442101,0.08742424708058792
398068,0.03189156365981849
200440,0.10038548011418855
130746,0.033068684086584005
391997,0.028595412601258564
290025,0.032622484247542556
343846,0.06886745254554967
126485,0.12913143071324676
104163,0.1251102985137138
362585,0.09970748687511224
208568,0.06193734435624153
223220,0.0662499189652049
115449,0.012265282249825791
157918,0.04494039570809089
235847,0.11947369282679937
424643,0.1058603432044761
260115,0.014462296108435557
101029,0.03856343421144145
209683,0.10966937807801151
332916,0.05126055476239547
170649,0.052233343167710916
148754,0.07184263920404751
322016,0.09898439230620236
410057,0.008998512074349825
400391,0.11351230225543686
303311,0.1016593809408611
306375,0.2014596684088442
349106,0.056091870904975506
276461,0.024544246668128964
410126,0.016069234114066848
150037,0.3053341666491654
454632,0.15632638180842565
174402,0.34140163860226946
261588,0.07253345936667545
348830,0.028281961341983464
340159,0.08736665408777146
389531,0.09933937739227544
162563,0.14642880186970536
334705,0.012415859360784733
304569,0.020155458766767897
310542,0.11643144012571585
308062,0.037741143230637715
261605,0.02024052484832891
322239,0.03062792013977546
117154,0.040548803861354905
364023,0.13881554424733536
348864,0.06116667396301812
345535,0.08336167397175079
228272,0.09692515398204699
418424,0.08981996178475864
383965,0.036941771876548
145408,0.053067350939208335
427237,0.038148322576975355
264554,0.08797773659298604
174096,0.02614878406615068
354555,0.03647507266480972
410575,0.13432276403977653
186995,0.045827089620750064
283181,0.08024582951091588
434215,0.14230146192727863
337331,0.0930737401577856
424061,0.03385722018155452
232858,0.005299237191283115
176976,0.10553524556648342
289643,0.4119539326356544
261786,0.02022020591046233
160826,0.050811522373124446
148685,0.02974433462695997
184353,0.024018586685716662
129079,0.07054712023910331
169069,0.2319782574795378
196926,0.17865760159973326
221111,0.12716917385701554
167852,0.0071264255940601175
297652,0.06884114216677634
181938,0.04732313243137443
293370,0.10683681581256296
421379,0.021950609349456536
332561,0.028461947465259683
340723,0.014612126867653714
229097,0.03465544920749551
175449,0.04338242141912705
193445,0.0889075727724734
330554,0.07244104575383392
302817,0.08962116644712545
424238,0.14585068722477768
175232,0.11683874739060375
390273,0.038899950787774515
187554,0.02491270140190136
283526,0.03406805765808782
422721,0.10156384598625269
416240,0.07110608772904292
259330,0.018732706436169085
434371,0.09312674875162348
382582,0.11747523575291371
197878,0.06417235570946814
189555,0.12568620509792033
273167,0.09582769741704654
241255,0.05044695520396394
168675,0.05601439427827603
260249,0.034894556338921266
181438,0.03826419133289544
247375,0.11636884355607093
426054,0.05489193498675277
264562,0.031616808237212995
133340,0.5639720088913109
325719,0.08309194273578181
447395,0.05952700906559562
452598,0.023753558030762425
311400,0.0759950387590563
341080,0.057212765950120245
373081,0.13594864801053924
404162,0.17456378911815254
242418,0.05247243026702115
237969,0.03371784113891475
360771,0.11188622990366623
231795,0.06285085755089674
146290,0.019617926168844637
421260,0.05197359677584426
315059,0.03873640980284274
282509,0.05518292590804872
182155,0.18854566480722992
107722,0.04206512819069987
396388,0.17615526572068205
330258,0.1433511119134822
341315,0.4793608766686743
320906,0.04429498581139385
212236,0.011564963478015272
235119,0.012011361847365605
292404,0.06607628241067118
229696,0.06299326331083797
258282,0.008345389557274244
215108,0.00893468234384406
274567,0.031176376453052056
432205,0.08645713951181387
353839,0.021200322475723673
327514,0.1410896218433058
285013,0.030750720027494693
442313,0.027487470081047696
404195,0.11257156451115234
438392,0.039280660625219274
309398,0.0837139418596504
219282,0.08838386634563271
260308,0.14521126078840674
135148,0.012602982763315973
445234,0.1444684309875411
168834,0.022526645028598177
329599,0.11440871033303505
362760,0.0745438448271066
163956,0.5042486652387319
445122,0.5243310235110941
251032,0.16949128314224995
351312,0.0133745041946867
302118,0.21442221529012423
359576,0.012470106147246092
171282,0.029831705394131717
352937,0.032787765177688194
449162,0.030434602831498216
421092,0.06048896575931904
141802,0.2162165551194909
108833,0.16977152138379717
148965,0.14532105197105075
121902,0.09505713897419407
100242,0.022008830473991436
169654,0.061621842851518345
276094,0.011214470264533009
415451,0.04252360188084051
248819,0.039330471819159524
389326,0.04586842634437679
210540,0.1474869868568489
439749,0.03160566846461153
320069,0.0351889612429725
393996,0.02087386845598347
198943,0.3698969444523982
311392,0.032094217716121795
291040,0.06990688493738735
173126,0.009779734663164827
442873,0.058380592109894054
319254,0.09867448154683817
426528,0.019817351954112838
